stringKey,stringContent
DOOR_3,The door of {SCENE_NAME_HALL_OF_MELODY}
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_1,The old castle.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_2,Long history.
WRANGLEDIALOGTYPEID_SISTER_1_SUCCESS_1,In my study. Let's go back there and check.
FAMILY_IS_THE_MOST_IMPORTANT_THING,Family is the most important thing to me.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_1,Don't let anyone else see it.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_2,A secret letter.
TO_ROYAL_HOUSEHOLD_LETTER,Royal personnel to open.
DOOR_CLOSE,The door closed.
GUARD_THE_ROYAL_FAMILY,Guard the royal family.
YOU_CAN_NOT_FOUND_QIU_YU,You won't find it.
YOU_WILL_BE_SORRY,"Dare to challenge me, you will regret it."
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_1,I can't see it.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_2,It's dark inside.
WE_LOOK_FORWARD_TO_LEARNING_PARTNERS,I look forward to educated companions.
OWN_WONDERFUL,"Life is doomed to drift, but also to live out their own wonderful."
WE_HAVE_FOUND_THE_TWELVE_GOO,"We've found {TWELVE_BUGS}, yes, the twelve slime bugs here. "
MEMBERS_OF_THE_TEAM_WHO_LEFT,Members who left the team: %s.
HOWEVER_SOME_MEMBERS_SURVIVED,"However, some members of the team stubbornly survived."
HOME_SAFE_1,Home is a safe haven.
HOME_SAFE_2,Home is our safe haven.
HOME_IS_SAFE,It's still safe at home.
IT_IS_GETTING_DARK_YOU_CAN_NOT_PLAY_CHESS,It's getting dark. No chess.
WAY_HOME_1,I hope you remember the way home.
WAY_HOME_2,"At this point, going home is the safest option."
IT_IS_GETTING_DARK_YOU_CAN_NOT_OPERATE,It's getting dark. You can't operate.
IT_IS_PLAY_CHESS_YOU_CAN_NOT_OPERATE,{PLAY_CHESS_NAME} is unavailable.
WILL_FINAL,Looking for her cat {NAME_2}.
TWELVE_BUGS,Twelve-Viscose
THE_GAME_HAS_NOT_STARTED_YET,The game hasn't started yet.
I_AM_GOING_TO_START_COUNTING,I'm going to start counting.
LOOK_WHERE_THEY_ARE,{NAME_2} Look where they are?
CURRENT_STANDING_POSITION_CANNOT_START_PATHFINDING,Current standing position. Cannot start pathfinding.
THE_LAST_COUNT_IS_NOT_OVER,The last count is not over.
WE_FINALLY_FOUND,We finally found {NAME_AVATAR_19}! The friends are reunited!
WE_WILL_TOGETHER,I always believe I will see you again!
I_CAN_NOT_HAVE_MY_LITTLE_GIFT_AGAIN,You proved your mettle.
PICK_UP_OR_NOT,Pick up?
ALREADY_MINIMUM,Already minimum.
ALREADY_MAXIMUM,Already maximum.
NEED_CHARGING_NUMBERING,Need to charge {GOODS_NAME_NUMBERINGROD}.
DOOR_NAME,Door
OPEN_DOOR_OR_NOT,Open?
DOOR_OPENED,The door opened.
CAN_NOT_DISCARD,You can't throw it away.
GIFT_OR_NOT,A gift?
NO_NUMBERINGROD,No {GOODS_NAME_NUMBERINGROD}.
NUMBERING,Numbering
GUIDE_BOARD,Street Plate
RADIO_CASSETTE_RECORDER,Radio-Cassette Player
DEAD_TREE,Dead Tree
KUMQUAT,Kumquat
PINE_TREE,Pine Tree
FLOWERS,Flowers
GRASS,Grass
OSMANTHUS_FRAGRANS,Osmanthus Fragrans
BANYAN,Banyan
ARAUCARIA,Araucaria
FIR,Fir
PLAY_MUSIC,Play music.
NAME_PATHWAY,Pathway
PATHWAY_DESCRIPTION,The dark path leads to the front.
START_COUNTING_OR_NOT,Start counting?
