stringKey,stringContent
SILENT_NOTE_SI,Тихие ноты · Запад (7)
NOTE_DO,Доу (1)
NOTE_RE,Приходите (2)
NOTE_MI,Ми (3)
NOTE_FA,Отправить (4)
NOTE_SOL,Подстрекательство (5)
NOTE_LA,Да (6)
NOTE_SI,Запад (7)
WIN_THE_KING,Ты победил короля.
KING_LOW_VOICE,"Низкий голос говорит,%s, не говори другим,"
WHEN_I_WAS_YOUNG,"Я использовал его в молодости, а потом у меня была корона."
ALL_GIFTS_HAD_GIVE_YOU,Мои маленькие подарки для тебя.
YOU_NEED_TO_PROVE,"Докажи свою храбрость, чтобы получить подарок."
DOOR_1,Западные ворота к югу от {SCENE_NAME_STAVE_AVENUE}
DOOR_2,Южные восточные ворота {SCENE_NAME_STAVE_AVENUE}
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_26_1,Крепкий.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_26_2,Давно.
NOT_EASY_OPEN_THE_DOOR_WITHOUT_THE_KEY,Дверь без ключа нелегко открыть.
TRUSTED_CLASSMATE,"Я больше доверяю своим одноклассникам, упомянутым в приглашении принцессы."
YOU_HAD_THE_KEY,У тебя уже есть этот ключ.
PLAYCHESSSTARTWORDSKEY_AVATAR_26_3,Любопытство является движущей силой прогресса.
VISUAL_RANGE_IS_AT_MAXIMUM,Расстояние обзора {GOODS_NAME_2} достигло максимума.
YOU_ALREADY_HAVE_A_TELESCOPE,У тебя уже есть телескоп.
YOU_NEED_A_TELESCOPE_FIRST,Сначала вам нужен телескоп.
YOU_ALREADY_HAVE_THIS_KEY,У тебя уже есть этот ключ.
HAVE_ALREADY_USED,Уже используется.
DOOR_3,Дверь {SCENE_NAME_HALL_OF_MELODY}
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_1,Старый замок.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_2,Долгая история.
WRANGLEDIALOGTYPEID_SISTER_1_SUCCESS_1,"В моем кабинете, вернемся туда и проверим."
FAMILY_IS_THE_MOST_IMPORTANT_THING,Для меня семья важнее всего.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_1,Не позволяйте другим видеть.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_2,Тайное письмо.
TO_ROYAL_HOUSEHOLD_LETTER,Королевский персонал лично.
DOOR_CLOSE,Дверь закрылась.
GUARD_THE_ROYAL_FAMILY,Охрана королевской семьи.
YOU_CAN_NOT_FOUND_QIU_YU,Вы не можете его найти.
YOU_WILL_BE_SORRY,"Как вы смеете бросать мне вызов, вы пожалеете об этом."
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_1,Не видно.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_2,Внутри темно.
WE_LOOK_FORWARD_TO_LEARNING_PARTNERS,Я жду образованных партнеров.
OWN_WONDERFUL,"Хотя жизненный путь обречен на дрейф, он также должен жить своим прекрасным."
WE_HAVE_FOUND_THE_TWELVE_GOO,"Мы нашли {TWELVE_BUGS}, да, двенадцать слизистых червей здесь."
MEMBERS_OF_THE_TEAM_WHO_LEFT,"Члены, покидающие команду:%s."
HOWEVER_SOME_MEMBERS_SURVIVED,"Тем не менее, некоторые члены команды упорно выжили."
HOME_SAFE_1,Дом - безопасная гавань.
HOME_SAFE_2,Дом - это наше убежище.
HOME_IS_SAFE,"Или дома безопасно,"
IT_IS_GETTING_DARK_YOU_CAN_NOT_PLAY_CHESS,"Будет темно, не играй."
WAY_HOME_1,"Надеюсь, ты помнишь дорогу домой."
WAY_HOME_2,Возвращение домой - самый безопасный вариант.
IT_IS_GETTING_DARK_YOU_CAN_NOT_OPERATE,"Наступит темно, не оперировать."
IT_IS_PLAY_CHESS_YOU_CAN_NOT_OPERATE,В {PLAY_CHESS_NAME} это невозможно.
WILL_FINAL,Ищите ее кота {NAME_2}.
TWELVE_BUGS,Двенадцать липких
THE_GAME_HAS_NOT_STARTED_YET,Игра еще не началась.
I_AM_GOING_TO_START_COUNTING,Я начну считать.
LOOK_WHERE_THEY_ARE,"{NAME_2} Посмотрите, где они."
CURRENT_STANDING_POSITION_CANNOT_START_PATHFINDING,"Текущее положение станции, не может начать поиск пути."
THE_LAST_COUNT_IS_NOT_OVER,Предыдущее число еще не закончилось.
WE_FINALLY_FOUND,Наконец - то мы нашли {NAME_AVATAR_19}!  Друзья воссоединились!
WE_WILL_TOGETHER,"Я всегда верил, что увижу вас снова!"
I_CAN_NOT_HAVE_MY_LITTLE_GIFT_AGAIN,Ты доказал свою храбрость.
PICK_UP_OR_NOT,Подхватил?
ALREADY_MINIMUM,Уже минимальный.
ALREADY_MAXIMUM,Уже Макс.
NEED_CHARGING_NUMBERING,Требуется зарядка {GOODS_NAME_NUMBERINGROD}.
DOOR_NAME,Дверь
OPEN_DOOR_OR_NOT,Открыть?
DOOR_OPENED,Дверь открылась.
CAN_NOT_DISCARD,Не могу выбросить.
GIFT_OR_NOT,Подарок?
NO_NUMBERINGROD,Нет {GOODS_NAME_NUMBERINGROD}.
NUMBERING,Hомер
GUIDE_BOARD,Дорожн знак
RADIO_CASSETTE_RECORDER,Автоответчик
DEAD_TREE,Засохш
KUMQUAT,С ким
PINE_TREE,Сосн
FLOWERS,цвет
GRASS,трав
OSMANTHUS_FRAGRANS,баоба
BANYAN,Банья
ARAUCARIA,Южная Секвойя.
FIR,Пихт
PLAY_MUSIC,Включи музыку.
NAME_PATHWAY,Троп
PATHWAY_DESCRIPTION,"Тёмная тропа, ведущая впереди."
START_COUNTING_OR_NOT,Начнем считать?
