stringKey,stringContent
PLAYCHESSSTARTWORDSKEY_AVATAR_27_2,"Ce que je veux, je le reçois."
PLAYCHESSSTARTWORDSKEY_AVATAR_28_1,"La chambre à nouveau propre, doit également être pris en charge fréquemment."
PLAYCHESSSTARTWORDSKEY_AVATAR_28_2,Nettoyer la chambre n’est pas un travail simple.
PLAYCHESSSTARTWORDSKEY_AVATAR_29_1,"Persévérer longtemps dans un travail, pas facile."
PLAYCHESSSTARTWORDSKEY_AVATAR_29_2,"Prendre soin d’un palais, ce n’est pas facile."
PLAYCHESSSTARTWORDSKEY_AVATAR_30_1,Ne devrait pas Me Voir.
PLAYCHESSSTARTWORDSKEY_AVATAR_30_2,Ne Me Voit pas.
NOW_I_AM_THE_TEAM_LEADER,"Maintenant, je suis en tête de la file."
WAIT_A_MOMENT,attends
DICE_STARTED,%s face dés a commencé
WHERE_ARE_THE_LOBBYISTS,Où trouver {JOB_LOBBYIST}?
SILENT_NOTE_DO,Les notes du silence · doron (1)
SILENT_NOTE_RE,Notes de silence · venez (2)
SILENT_NOTE_MI,Notes de silence · mi (3)
SILENT_NOTE_FA,Notes silencieuses ・ hair (4)
SILENT_NOTE_SOL,Notes de silence · soma (5)
SILENT_NOTE_LA,La note du silence · la (6)
SILENT_NOTE_SI,Notes de silence · ouest (7)
NOTE_DO,Doraemon (1)
NOTE_RE,Pour venir (2)
NOTE_MI,Mi (3)
NOTE_FA,Pour cheveux (4)
NOTE_SOL,Soma (5)
NOTE_LA,La la (6)
NOTE_SI,Ouest (7)
WIN_THE_KING,Vous avez gagné le roi.
KING_LOW_VOICE,"Voix basse dit, %s,,, ne le dites à personne,,,"
WHEN_I_WAS_YOUNG,"Ce petit cadeau, j’ai beaucoup utilisé quand j’étais plus jeune. Plus tard, j’ai eu une couronne et je n’en ai pas besoin."
ALL_GIFTS_HAD_GIVE_YOU,Mes Petits cadeaux sont là pour vous.
YOU_NEED_TO_PROVE,Prouver votre courage pour obtenir le petit cadeau qui vous est offert
DOOR_1,{SCENE_NAME_STAVE_AVENUE} ouest au sud
DOOR_2,{SCENE_NAME_STAVE_AVENUE} porte est au sud
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_26_1,Avec fermeté.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_26_2,De longue date.
NOT_EASY_OPEN_THE_DOOR_WITHOUT_THE_KEY,Une porte sans clé n’est pas facile à ouvrir.
TRUSTED_CLASSMATE,Je dois dire que je fais plus confiance aux camarades de classe mentionnés dans l’invitation de la princesse.
YOU_HAD_THE_KEY,Vous avez déjà cette clé.
PLAYCHESSSTARTWORDSKEY_AVATAR_26_3,La curiosité est le moteur du progrès.
VISUAL_RANGE_IS_AT_MAXIMUM,La distance de vision de {GOODS_NAME_2} a atteint son maximum.
YOU_ALREADY_HAVE_A_TELESCOPE,Vous avez déjà un télescope.
YOU_NEED_A_TELESCOPE_FIRST,Vous aurez d’abord un télescope.
YOU_ALREADY_HAVE_THIS_KEY,Vous avez déjà cette clé.
HAVE_ALREADY_USED,Déjà utilisé.
DOOR_3,La porte de {SCENE_NAME_HALL_OF_MELODY}
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_1,Le vieux château.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_28_2,Une longue histoire.
WRANGLEDIALOGTYPEID_SISTER_1_SUCCESS_1,"Dans mon bureau, revenez y vérifier."
FAMILY_IS_THE_MOST_IMPORTANT_THING,"Pour moi, la famille est le plus important."
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_1,Ne pas laisser les autres voir.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_65_2,Une lettre secrète.
TO_ROYAL_HOUSEHOLD_LETTER,Personnel royal beikai.
DOOR_CLOSE,La porte se referma.
GUARD_THE_ROYAL_FAMILY,Gardien du royal.
YOU_CAN_NOT_FOUND_QIU_YU,Vous ne pouvez pas le trouver.
YOU_WILL_BE_SORRY,"Osez Me Défier, vous le regretterez."
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_1,Impossible à voir.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_66_2,L’intérieur est sombre.
WE_LOOK_FORWARD_TO_LEARNING_PARTNERS,Je m’attends à des partenaires savants.
OWN_WONDERFUL,"Bien que destiné à la dérive, l’homme doit aussi vivre sa propre splendeur."
WE_HAVE_FOUND_THE_TWELVE_GOO,"Nous avons déjà trouvé {TWELVE_BUGS}. Oui, ce sont les douze visqueuses ici."
MEMBERS_OF_THE_TEAM_WHO_LEFT,Membres quittant l’équipe: %s.
HOWEVER_SOME_MEMBERS_SURVIVED,"Cependant, certains membres de l’équipe ont résisté avec ténacité."
HOME_SAFE_1,La maison est un havre de sécurité.
HOME_SAFE_2,La maison est notre refuge.
HOME_IS_SAFE,"Ou la sécurité à la maison ah,,"
IT_IS_GETTING_DARK_YOU_CAN_NOT_PLAY_CHESS,"Il va faire sombre, pas de jeu."
WAY_HOME_1,J’espère que vous vous souvenez du chemin de retour.
WAY_HOME_2,"À ce moment-là, rentrer à la maison est l’option la plus sûre."
IT_IS_GETTING_DARK_YOU_CAN_NOT_OPERATE,Il va faire sombre. Inopérable.
IT_IS_PLAY_CHESS_YOU_CAN_NOT_OPERATE,"{PLAY_CHESS_NAME}, non opérable."
WILL_FINAL,Trouver son chat {NAME_2}.
TWELVE_BUGS,Douze collants collants
THE_GAME_HAS_NOT_STARTED_YET,Le jeu n’a pas encore commencé.
I_AM_GOING_TO_START_COUNTING,Je vais commencer à compter.
LOOK_WHERE_THEY_ARE,{NAME_2} voir où ils sont?
CURRENT_STANDING_POSITION_CANNOT_START_PATHFINDING,Position actuelle. Vous ne pouvez pas commencer à trouver le chemin.
THE_LAST_COUNT_IS_NOT_OVER,Le dernier comptage n’est pas terminé.
WE_FINALLY_FOUND,Nous avons enfin trouvé {NAME_AVATAR_19}! Les petits compagnons sont réunis!
WE_WILL_TOGETHER,Je suis toujours sûr de vous revoir!
I_CAN_NOT_HAVE_MY_LITTLE_GIFT_AGAIN,Vous avez fait preuve de courage.
PICK_UP_OR_NOT,Ramasser?
ALREADY_MINIMUM,Déjà le plus petit.
ALREADY_MAXIMUM,Déjà le plus grand.
NEED_CHARGING_NUMBERING,Une charge {GOODS_NAME_NUMBERINGROD} est requise.
DOOR_NAME,portes
OPEN_DOOR_OR_NOT,Est-ce ouvert?
DOOR_OPENED,La porte s’ouvre.
CAN_NOT_DISCARD,Ne peut pas être jeté.
GIFT_OR_NOT,Un cadeau?
NO_NUMBERINGROD,Non disponible {GOODS_NAME_NUMBERINGROD}.
NUMBERING,Numéro
GUIDE_BOARD,Signalisation
RADIO_CASSETTE_RECORDER,Enregistreur Et Récepteur
DEAD_TREE,Arbre Mort
KUMQUAT,Citrus Aurantium Amara
PINE_TREE,Le Pin
FLOWERS,Fleurs
GRASS,L’herbe
OSMANTHUS_FRAGRANS,GuiHua
BANYAN,Ficus Benjamina
ARAUCARIA,Épicéa Sud
FIR,Abies Sp
PLAY_MUSIC,Jouer de la musique.
NAME_PATHWAY,Les sentiers
PATHWAY_DESCRIPTION,"Sentier sombre, menant vers l’avant."
START_COUNTING_OR_NOT,Commencer à compter?
